ketinggianAir,suhuAir,suhuUdara,kelembapanUdara,tds,orp,do,ph,label,lokasi
91.0,25.02,28.37,37.6,514.65,284.65,21.93,6.85,2.0,2.0
93.0,26.94,29.28,38.84,514.12,284.38,20.13,5.81,2.0,2.0
94.0,27.45,28.38,38.6,514.05,280.24,21.9,5.64,2.0,2.0
112.0,24.11,28.69,37.99,516.97,281.18,20.39,6.86,2.0,2.0
112.0,26.62,29.52,37.69,515.54,284.41,20.99,5.44,2.0,2.0
107.0,25.37,28.97,38.88,510.0,280.46,21.31,6.71,2.0,2.0
92.0,24.13,28.13,39.47,511.28,280.36,20.2,5.99,2.0,2.0
115.0,24.14,29.78,37.66,511.16,282.55,20.08,5.99,2.0,2.0
102.0,27.44,28.49,38.9,512.46,282.78,20.42,5.95,2.0,2.0
98.0,27.46,27.11,37.56,511.41,282.32,20.88,6.03,2.0,2.0
97.0,25.59,29.2,38.33,511.06,282.58,21.56,5.76,2.0,2.0
90.0,25.98,28.81,39.28,511.72,281.27,19.1,5.37,2.0,2.0
103.0,27.17,28.7,38.29,511.22,283.37,21.84,5.61,2.0,2.0
91.0,25.66,27.18,38.82,510.55,281.86,19.11,5.04,2.0,2.0
115.0,26.66,28.87,37.07,512.86,283.46,19.11,6.67,2.0,2.0
107.0,25.72,28.8,38.77,512.13,280.48,19.91,6.55,2.0,2.0
92.0,24.76,27.86,39.38,511.69,280.91,19.22,6.17,2.0,2.0
114.0,27.5,28.46,38.47,513.23,282.0,21.1,5.17,2.0,2.0
96.0,25.41,29.54,38.65,512.17,281.84,21.87,6.42,2.0,2.0
94.0,27.82,27.14,38.48,513.91,283.89,20.54,5.79,2.0,2.0
91.0,25.65,27.34,37.97,512.27,283.42,19.6,6.28,2.0,2.0
114.0,26.83,27.46,39.6,510.75,281.41,21.94,5.89,2.0,2.0
96.0,26.4,27.18,38.61,511.16,283.15,20.53,5.02,2.0,2.0
107.0,25.96,28.03,39.94,513.73,283.48,20.16,6.6,2.0,2.0
91.0,25.92,27.54,37.26,511.27,281.9,19.65,5.07,2.0,2.0
113.0,24.76,27.79,37.52,513.18,284.8,19.07,6.45,2.0,2.0
106.0,26.11,27.87,39.87,514.0,282.69,20.42,6.89,2.0,2.0
103.0,26.49,29.36,39.47,512.29,283.65,21.59,5.56,2.0,2.0
98.0,24.01,28.32,37.57,512.22,283.63,20.93,5.97,2.0,2.0
110.0,25.04,27.23,37.88,510.58,280.46,20.09,6.65,2.0,2.0
91.0,27.58,27.1,38.47,513.15,280.87,19.52,5.13,2.0,2.0
100.0,24.09,27.57,37.93,512.59,283.9,19.01,5.92,2.0,2.0
105.0,25.12,27.38,37.89,511.58,282.22,21.87,5.52,2.0,2.0
96.0,26.89,29.69,39.8,511.85,281.05,19.56,6.57,2.0,2.0
98.0,27.51,27.85,38.74,513.55,282.03,20.16,5.03,2.0,2.0
111.0,26.44,27.14,39.19,512.67,283.98,21.14,5.63,2.0,2.0
97.0,27.24,28.96,38.04,511.1,282.48,19.85,5.99,2.0,2.0
106.0,27.56,29.23,37.23,510.95,282.06,20.82,5.32,2.0,2.0
98.0,25.56,29.51,39.33,512.43,280.41,21.97,6.86,2.0,2.0
103.0,24.8,29.16,37.23,512.74,281.9,20.17,6.39,2.0,2.0
105.0,26.39,28.54,37.06,512.93,283.32,19.38,5.87,2.0,2.0
112.0,27.35,28.66,37.61,510.93,283.19,19.61,5.55,2.0,2.0
102.0,27.29,27.32,37.26,512.02,281.58,19.39,6.79,2.0,2.0
98.0,27.64,28.95,37.96,512.25,282.32,21.19,5.65,2.0,2.0
95.0,25.37,29.8,38.58,513.28,282.05,21.01,5.21,2.0,2.0
106.0,27.92,29.27,39.92,512.79,284.62,20.0,5.29,2.0,2.0
113.0,27.31,27.68,37.41,510.4,280.53,19.32,5.27,2.0,2.0
94.0,26.34,28.36,37.1,512.6,280.75,19.16,5.75,2.0,2.0
104.0,25.13,28.49,37.83,510.94,281.46,19.83,6.57,2.0,2.0
107.0,26.51,28.53,37.32,510.49,280.26,21.41,5.21,2.0,2.0
105.0,26.82,27.57,37.84,510.26,282.82,21.24,6.72,2.0,2.0
109.0,25.74,27.08,38.63,510.98,283.01,19.11,6.01,2.0,2.0
113.0,27.75,28.18,37.96,510.38,280.97,19.56,5.33,2.0,2.0
107.0,25.79,29.0,38.25,510.91,283.21,20.47,5.25,2.0,2.0
105.0,26.1,28.63,38.81,512.51,281.64,21.29,6.54,2.0,2.0
106.0,25.1,28.85,39.46,512.01,282.0,19.39,6.25,2.0,2.0
99.0,24.24,29.39,38.73,513.12,283.74,21.32,6.55,2.0,2.0
111.0,24.5,29.88,39.82,513.93,280.67,20.32,6.25,2.0,2.0
98.0,24.36,28.15,37.64,511.42,281.92,21.41,6.01,2.0,2.0
110.0,27.35,28.13,39.23,512.02,281.47,21.94,6.72,2.0,2.0
106.0,27.38,27.95,38.33,513.08,280.39,19.16,6.09,2.0,2.0
102.0,26.26,27.23,37.37,512.12,282.56,21.8,6.1,2.0,2.0
96.0,27.55,29.13,39.27,510.34,280.75,19.98,6.9,2.0,2.0
90.0,25.33,29.33,39.78,513.44,280.3,21.13,5.19,2.0,2.0
93.0,27.92,29.3,38.52,512.51,281.95,20.9,6.5,2.0,2.0
106.0,25.23,28.17,39.65,510.44,280.74,20.02,5.15,2.0,2.0
95.0,27.35,28.84,37.16,512.7,282.96,19.76,6.36,2.0,2.0
95.0,25.56,28.3,39.14,513.84,282.54,20.66,5.96,2.0,2.0
102.0,24.76,29.3,39.49,510.88,284.63,19.87,6.11,2.0,2.0
96.0,25.63,29.98,37.37,512.94,283.19,20.35,6.48,2.0,2.0
106.0,25.68,29.01,38.0,511.71,282.82,19.02,5.96,2.0,2.0
115.0,26.98,29.58,37.37,510.45,281.08,20.18,5.26,2.0,2.0
98.0,24.68,29.19,38.93,510.72,282.46,20.51,6.18,2.0,2.0
112.0,24.92,29.67,38.93,512.34,280.67,21.1,6.58,2.0,2.0
112.0,24.13,28.05,39.71,511.66,284.88,20.74,5.09,2.0,2.0
113.0,27.79,28.8,37.42,513.81,282.65,20.86,5.12,2.0,2.0
102.0,24.45,28.62,37.08,511.21,281.72,19.25,5.81,2.0,2.0
97.0,27.84,28.71,37.43,512.05,284.5,19.11,6.01,2.0,2.0
114.0,25.6,27.46,39.88,510.96,283.28,19.74,6.41,2.0,2.0
109.0,27.7,28.48,38.86,512.25,281.48,19.45,5.06,2.0,2.0
93.0,26.02,29.75,37.43,512.13,280.59,19.69,5.41,2.0,2.0
113.0,24.77,27.43,38.48,511.92,281.41,21.84,5.85,2.0,2.0
95.0,24.28,29.47,39.35,512.78,281.16,20.93,5.4,2.0,2.0
110.0,26.88,29.28,38.46,510.53,284.37,21.16,6.51,2.0,2.0
106.0,27.4,29.25,39.17,512.92,282.62,21.68,6.29,2.0,2.0
115.0,26.28,29.54,39.04,512.85,283.76,21.64,6.78,2.0,2.0
110.0,27.79,27.49,39.93,513.52,281.54,20.6,6.42,2.0,2.0
112.0,25.49,27.92,37.8,513.2,280.68,21.75,5.42,2.0,2.0
92.0,25.88,28.07,37.12,512.79,283.04,21.71,5.65,2.0,2.0
98.0,24.88,28.61,37.13,511.18,280.31,19.01,6.26,2.0,2.0
90.0,29.96,29.44,35.98,511.83,233.41,22.49,5.33,3.0,2.0
86.0,28.68,28.92,34.14,519.27,238.82,21.82,5.42,3.0,2.0
81.0,29.57,28.56,35.86,511.11,217.82,23.51,4.79,3.0,1.0
84.0,29.82,28.49,35.58,513.91,216.25,23.59,4.1,3.0,1.0
72.0,29.65,29.01,34.73,519.82,228.67,21.01,4.5,3.0,1.0
71.0,29.26,28.91,34.93,519.37,217.44,22.97,5.29,3.0,2.0
85.0,28.78,29.44,34.31,515.17,223.98,23.92,5.5,3.0,2.0
68.0,29.04,29.85,34.92,516.3,216.21,21.35,5.33,3.0,2.0
86.0,28.14,28.68,35.25,511.96,222.01,23.48,5.6,3.0,2.0
68.0,28.17,29.27,34.34,519.49,233.88,20.22,5.87,3.0,2.0
80.0,29.12,28.57,35.16,517.16,217.56,22.33,4.46,3.0,1.0
70.0,29.92,29.68,34.67,514.94,229.56,22.36,5.36,3.0,2.0
87.0,28.48,28.66,35.28,518.79,220.9,22.24,4.77,3.0,1.0
82.0,29.46,28.76,34.88,514.08,240.05,20.84,5.98,3.0,2.0
70.0,29.99,29.95,35.79,515.89,219.53,22.43,4.85,3.0,1.0
67.0,29.56,28.04,35.03,516.4,233.36,21.86,5.8,3.0,2.0
85.0,28.77,28.43,34.82,511.81,234.88,21.54,4.52,3.0,1.0
69.0,28.11,28.68,34.5,517.73,239.2,23.18,4.98,3.0,1.0
69.0,29.28,29.76,35.7,514.3,235.25,23.76,5.57,3.0,2.0
67.0,29.06,29.89,34.17,513.1,225.83,21.59,5.74,3.0,2.0
88.0,29.3,29.38,34.42,517.65,229.38,20.31,5.74,3.0,2.0
87.0,28.28,29.03,34.44,520.82,223.6,20.74,4.06,3.0,1.0
73.0,28.76,29.41,35.06,511.65,221.25,20.36,4.96,3.0,1.0
75.0,28.27,28.93,35.58,518.66,225.8,22.0,5.47,3.0,2.0
81.0,29.51,29.65,35.03,514.25,234.14,20.48,4.52,3.0,1.0
69.0,29.08,29.19,35.68,517.81,219.7,22.05,4.65,3.0,1.0
70.0,29.62,29.12,34.33,511.79,230.81,23.66,4.44,3.0,1.0
85.0,28.29,28.3,35.93,515.78,216.66,22.55,4.5,3.0,1.0
76.0,29.48,29.09,35.89,512.19,239.9,23.37,5.96,3.0,2.0
75.0,28.22,28.79,34.99,511.46,219.85,22.49,5.49,3.0,2.0
76.0,29.36,29.09,35.79,511.92,233.64,22.15,5.85,3.0,2.0
78.0,29.05,28.55,34.0,515.77,216.66,22.76,4.97,3.0,1.0
85.0,28.37,29.29,35.44,515.01,216.45,21.11,5.75,3.0,2.0
84.0,28.05,29.64,34.8,512.98,241.2,22.59,5.73,3.0,2.0
89.0,28.16,28.45,35.58,518.39,232.2,20.1,4.89,3.0,1.0
79.0,28.29,28.24,34.22,517.34,228.3,22.22,4.23,3.0,1.0
86.0,28.69,29.73,35.12,510.79,224.66,21.73,5.5,3.0,2.0
76.0,29.26,29.28,34.19,517.01,235.91,23.29,4.35,3.0,1.0
88.0,28.2,28.77,35.89,519.54,220.31,23.89,5.96,3.0,2.0
98.0,28.11,28.33,35.19,519.05,229.38,20.35,4.91,3.0,1.0
95.0,28.87,28.85,34.11,512.01,238.57,21.92,4.61,3.0,1.0
97.0,29.45,28.4,35.55,511.96,227.43,22.53,4.71,3.0,1.0
90.0,28.59,29.62,35.25,519.8,220.36,20.15,4.38,3.0,1.0
90.0,28.52,28.35,34.87,514.28,224.63,23.97,5.49,3.0,2.0
99.0,29.27,29.6,35.48,512.79,233.31,20.89,5.15,3.0,2.0
89.0,29.09,28.13,35.04,514.31,233.11,20.29,5.1,3.0,2.0
83.0,28.13,29.09,34.93,513.01,220.21,21.12,5.1,3.0,2.0
98.0,28.9,29.85,35.42,511.17,224.38,22.53,5.64,3.0,2.0
94.0,29.7,29.85,35.49,513.78,222.73,22.25,4.73,3.0,1.0
88.0,29.08,29.21,35.36,515.72,218.86,22.67,4.16,3.0,1.0
85.0,29.34,29.19,34.68,519.4,224.98,20.58,4.59,3.0,1.0
92.0,29.24,28.21,34.44,515.06,216.26,20.63,4.02,3.0,1.0
83.0,29.87,28.14,35.39,520.1,221.4,21.99,5.36,3.0,2.0
86.0,29.96,29.4,34.37,520.93,230.1,22.54,4.61,3.0,1.0
86.0,29.09,29.67,35.74,519.45,236.53,22.42,4.09,3.0,1.0
95.0,28.76,28.35,35.53,518.28,228.05,22.43,5.71,3.0,2.0
85.0,28.47,28.36,35.97,518.85,225.86,23.8,5.26,3.0,2.0
92.0,29.82,28.48,34.42,517.35,241.46,22.91,5.04,3.0,2.0
93.0,29.73,30.0,35.67,513.47,236.91,22.73,4.03,3.0,1.0
92.0,29.19,29.26,35.74,519.25,222.36,20.58,5.62,3.0,2.0
99.0,28.66,28.78,34.55,515.51,222.49,20.48,5.62,3.0,2.0
95.0,29.29,28.39,36.0,511.54,237.35,20.91,4.0,3.0,1.0
92.0,29.6,29.51,34.64,512.47,236.08,22.12,4.66,3.0,1.0
91.0,28.38,28.55,34.16,512.47,240.2,23.59,4.8,3.0,1.0
94.0,29.43,28.21,35.16,519.11,221.12,22.84,5.74,3.0,2.0
98.0,28.0,29.55,34.39,512.22,222.26,21.9,5.49,3.0,2.0
91.0,28.81,28.6,35.39,513.82,216.07,23.94,4.55,3.0,1.0
96.0,30.0,29.27,34.31,518.19,231.79,23.63,4.96,3.0,1.0
92.0,28.34,28.84,35.6,520.85,232.27,23.68,4.79,3.0,1.0
97.0,28.8,29.36,34.86,511.27,226.98,22.91,5.4,3.0,2.0
91.0,29.92,28.21,35.88,511.64,216.8,22.1,5.87,3.0,2.0
91.0,28.31,28.19,35.67,520.57,224.24,23.92,4.84,3.0,1.0
98.0,29.24,28.62,35.76,516.58,222.08,23.38,4.94,3.0,1.0
102.0,28.65,29.75,34.54,520.15,241.05,23.95,5.83,3.0,2.0
112.0,29.45,29.29,35.86,520.2,228.5,21.09,5.28,3.0,2.0
91.0,28.66,29.43,35.58,518.99,228.0,22.51,4.51,3.0,1.0
105.0,29.19,29.8,35.88,519.15,216.12,22.07,5.64,3.0,2.0
94.0,28.96,28.3,35.09,518.74,217.99,23.79,4.91,3.0,1.0
114.0,28.75,28.73,35.94,514.57,218.22,20.68,4.25,3.0,1.0
97.0,29.09,29.01,35.49,518.64,226.88,20.36,5.76,3.0,2.0
99.0,28.3,28.65,35.7,517.33,219.88,23.39,5.36,3.0,2.0
106.0,28.8,28.79,35.63,518.32,217.71,21.49,5.83,3.0,2.0
108.0,28.06,28.18,35.97,511.11,234.37,20.51,5.26,3.0,2.0
110.0,29.85,29.19,35.18,514.59,233.64,23.74,4.98,3.0,1.0
101.0,28.27,28.69,34.73,514.95,240.78,23.69,5.14,3.0,2.0
93.0,28.8,28.65,34.48,516.98,217.01,20.05,5.35,3.0,2.0
103.0,28.8,28.99,35.42,517.92,219.32,20.79,5.53,3.0,2.0
102.0,29.76,29.63,35.0,517.74,220.08,23.56,5.16,3.0,2.0
102.0,29.43,29.56,34.89,518.22,228.71,22.41,4.72,3.0,1.0
107.0,28.54,29.5,34.56,510.47,220.7,21.35,5.52,3.0,2.0
110.0,28.47,28.29,34.84,515.27,237.67,20.86,4.77,3.0,1.0
106.0,29.56,29.39,35.85,519.82,227.99,23.57,4.68,3.0,1.0
109.0,29.58,28.6,34.7,517.48,226.59,20.24,5.53,3.0,2.0
114.0,29.3,29.51,35.89,515.2,222.9,23.67,4.52,3.0,1.0
115.0,29.47,28.28,35.63,513.21,216.33,22.19,4.72,3.0,1.0
106.0,29.75,28.41,35.69,519.34,239.21,23.08,4.66,3.0,1.0
110.0,28.36,28.95,35.2,515.02,232.61,21.48,4.3,3.0,1.0
110.0,29.26,28.49,35.96,518.47,225.68,20.83,5.16,3.0,2.0
106.0,29.86,28.92,35.05,511.22,239.8,20.02,5.32,3.0,2.0
116.0,28.79,29.87,34.1,512.63,224.56,22.66,5.42,3.0,2.0
113.0,28.9,28.57,34.6,520.21,221.81,21.43,5.42,3.0,2.0
109.0,28.76,29.76,34.93,513.13,226.23,23.75,4.09,3.0,1.0
109.0,29.99,28.58,35.13,513.44,241.08,21.15,5.59,3.0,2.0
119.0,29.38,28.0,35.46,512.87,225.77,23.37,5.91,3.0,2.0
106.0,28.78,28.13,35.4,518.95,235.08,23.39,4.7,3.0,1.0
106.0,28.79,28.77,34.72,511.17,241.5,21.3,4.86,3.0,1.0
109.0,28.98,29.19,35.48,519.29,228.28,20.69,4.62,3.0,1.0
112.0,28.73,29.93,34.93,511.19,235.27,23.53,4.28,3.0,1.0
119.0,28.15,29.98,35.72,513.05,236.65,21.49,5.12,3.0,2.0
108.0,28.84,28.05,35.14,512.21,219.4,22.23,5.28,3.0,2.0
115.0,28.48,28.82,34.54,517.36,239.77,21.91,4.73,3.0,1.0
108.0,29.06,29.09,34.77,513.3,241.01,23.6,4.93,3.0,1.0
114.0,29.05,29.35,34.14,518.46,216.46,24.0,5.55,3.0,2.0
112.0,28.05,28.34,35.28,519.09,221.68,22.38,4.59,3.0,1.0
114.0,29.31,28.17,35.82,516.75,237.69,23.34,4.0,3.0,1.0
114.0,29.71,28.81,34.36,512.61,238.16,20.59,4.84,3.0,1.0
111.0,28.76,28.7,34.71,518.42,241.82,20.8,5.68,3.0,2.0
115.0,29.22,28.8,35.26,511.87,227.18,22.51,5.14,3.0,2.0
117.0,28.26,28.9,34.93,520.76,219.82,20.41,5.45,3.0,2.0
108.0,28.88,28.52,34.69,512.99,237.62,23.38,4.21,3.0,1.0
113.0,29.74,29.56,35.84,517.69,232.55,21.21,5.41,3.0,2.0
114.0,29.25,29.58,34.83,510.21,241.4,22.14,5.24,3.0,2.0
117.0,29.98,29.14,34.13,519.61,231.72,20.54,4.05,3.0,1.0
110.0,29.35,29.18,34.81,512.11,229.94,21.17,4.89,3.0,1.0
116.0,29.99,28.76,34.41,514.39,225.84,20.94,4.38,3.0,1.0
111.0,29.21,29.54,34.97,512.49,225.2,22.38,5.14,3.0,2.0
119.0,30.0,29.33,34.57,512.78,233.51,22.85,4.95,3.0,1.0
116.0,29.48,28.68,35.97,512.66,224.36,23.38,4.52,3.0,1.0
114.0,28.32,29.7,34.06,511.53,232.79,21.45,5.52,3.0,2.0
106.0,28.12,28.0,35.35,511.39,238.36,20.86,4.83,3.0,1.0
116.0,28.33,28.31,35.06,510.25,235.32,20.46,5.12,3.0,2.0
106.0,29.92,29.28,34.84,514.36,222.55,21.26,5.44,3.0,2.0
113.0,28.06,28.31,35.64,515.34,232.9,21.88,5.63,3.0,2.0
109.0,29.49,29.08,35.45,517.67,231.58,21.82,5.81,3.0,2.0
106.0,29.23,29.06,34.18,515.67,236.93,20.08,5.85,3.0,2.0
107.0,28.0,28.79,34.71,520.82,220.45,21.5,5.69,3.0,2.0
120.0,29.48,28.21,34.6,520.13,232.51,21.02,5.41,3.0,2.0
106.0,28.93,28.43,35.63,518.34,233.17,23.14,4.78,3.0,1.0
108.0,29.46,28.07,34.23,517.47,240.51,22.38,4.9,3.0,1.0
118.0,29.09,28.19,35.83,518.62,220.87,21.35,4.1,3.0,1.0
107.0,29.82,28.56,35.33,511.49,236.01,22.1,5.87,3.0,2.0
115.0,28.17,29.02,34.55,511.97,222.83,22.45,5.37,3.0,2.0
109.0,29.24,28.4,35.86,510.23,227.13,23.51,5.23,3.0,2.0
109.0,29.88,28.28,34.88,517.4,226.12,20.56,4.56,3.0,1.0
114.0,29.66,28.21,34.58,515.01,239.81,21.0,5.96,3.0,2.0
113.0,29.24,28.17,35.35,517.58,227.54,20.86,4.52,3.0,1.0
117.0,29.57,28.15,34.48,510.46,236.63,21.78,4.13,3.0,1.0
115.0,29.04,28.04,35.51,511.88,232.1,20.39,4.45,3.0,1.0
109.0,29.48,29.33,35.04,517.5,219.16,23.04,5.34,3.0,2.0
117.0,29.91,28.96,34.1,518.16,231.92,20.09,5.29,3.0,2.0
117.0,28.84,28.54,35.99,510.86,224.74,22.91,5.15,3.0,2.0
117.0,28.68,29.94,35.11,510.64,234.64,20.2,5.78,3.0,2.0
112.0,29.11,28.88,34.36,511.21,231.12,20.74,4.81,3.0,1.0
112.0,28.93,28.13,34.74,512.12,217.21,20.71,4.17,3.0,1.0
116.0,29.9,29.85,34.88,519.12,218.57,21.74,4.37,3.0,1.0
112.0,28.86,28.02,35.24,512.51,240.62,23.35,5.17,3.0,2.0
111.0,28.11,29.94,35.95,515.17,221.43,22.17,5.95,3.0,2.0
115.0,28.05,29.28,35.97,513.41,235.35,23.45,4.21,3.0,1.0
108.0,29.93,29.66,34.86,518.79,238.9,23.17,5.99,3.0,2.0
106.0,28.99,28.94,35.42,519.08,225.84,23.31,4.51,3.0,1.0
109.0,29.82,29.34,34.34,512.49,227.97,21.7,5.96,3.0,2.0
116.0,28.68,28.29,34.91,511.72,225.7,22.22,5.8,3.0,2.0
114.0,29.96,28.18,34.54,510.72,237.07,23.23,5.46,3.0,2.0
106.0,29.86,28.1,34.32,513.67,234.38,23.94,4.41,3.0,1.0
114.0,28.17,28.24,34.85,511.05,225.34,20.61,4.32,3.0,1.0
112.0,28.8,28.53,35.0,514.18,223.01,20.39,4.04,3.0,1.0
107.0,28.55,29.62,35.33,511.92,216.4,23.46,4.92,3.0,1.0
110.0,28.13,29.79,35.94,516.66,227.82,21.43,5.0,3.0,2.0
118.0,28.52,28.19,35.2,516.0,217.17,21.22,4.99,3.0,1.0
120.0,29.14,29.53,35.87,511.68,220.74,23.24,5.18,3.0,2.0
110.0,29.31,29.08,34.72,516.78,241.95,22.68,4.87,3.0,1.0
119.0,28.82,28.89,34.43,512.95,229.08,20.51,4.21,3.0,1.0
108.0,29.01,29.26,34.12,515.99,217.96,21.89,4.26,3.0,1.0
116.0,28.88,28.48,35.99,518.57,233.08,21.78,4.91,3.0,1.0
106.0,28.54,28.71,35.61,517.32,238.94,23.91,4.35,3.0,1.0
106.0,29.72,29.02,35.27,519.16,240.61,21.43,4.93,3.0,1.0
93.0,28.21,28.43,34.77,515.0,234.32,23.31,4.27,3.0,1.0
96.0,28.48,29.59,34.74,519.83,240.1,22.73,4.67,3.0,1.0
92.0,28.92,29.01,34.26,512.71,227.94,22.25,5.32,3.0,2.0
94.0,28.8,28.11,34.26,520.6,234.3,20.5,5.12,3.0,2.0
90.0,28.1,29.23,34.67,518.63,241.0,20.94,4.3,3.0,1.0
96.0,29.26,26.53,35.53,512.82,223.61,21.21,5.18,3.0,2.0
92.0,28.81,27.17,34.15,516.92,223.51,20.65,5.75,3.0,2.0
96.0,28.16,26.4,34.33,510.08,238.82,22.61,4.52,3.0,1.0
94.0,29.19,27.32,34.44,517.33,216.59,20.83,4.33,3.0,1.0
93.0,29.73,26.87,35.07,514.84,225.3,21.82,5.73,3.0,2.0
91.0,28.11,27.94,34.09,520.17,239.68,21.9,4.25,3.0,1.0
98.0,28.51,27.66,34.35,517.74,240.37,21.12,5.37,3.0,2.0
91.0,29.16,26.83,34.62,512.03,232.7,23.21,4.5,3.0,1.0
90.0,29.79,26.54,35.27,516.95,217.34,21.1,5.27,3.0,2.0
98.0,28.2,27.55,35.92,514.69,237.84,23.6,5.16,3.0,2.0
97.0,28.29,27.59,35.54,517.88,232.87,23.21,5.53,3.0,2.0
90.0,28.36,27.45,34.56,516.79,239.15,23.47,5.86,3.0,2.0
98.0,29.51,26.73,34.16,519.24,227.26,20.58,5.81,3.0,2.0
92.0,28.6,26.13,34.28,514.89,231.57,22.84,4.77,3.0,1.0
94.0,28.56,26.11,34.37,512.92,239.73,20.19,4.94,3.0,1.0
96.0,28.38,26.05,34.49,514.94,218.86,23.81,5.29,3.0,2.0
94.0,28.33,26.35,34.86,512.94,233.71,21.45,4.15,3.0,1.0
94.0,29.21,26.88,35.09,519.49,236.02,21.26,5.39,3.0,2.0
96.0,28.0,27.05,35.66,515.46,238.03,22.89,5.18,3.0,2.0
90.0,28.74,27.2,35.58,514.42,217.69,21.78,5.54,3.0,2.0
96.0,29.19,27.92,35.41,518.11,230.69,22.54,4.31,3.0,1.0
100.0,29.33,27.29,34.93,514.56,216.77,23.38,5.37,3.0,2.0
92.0,29.26,26.36,34.64,515.04,218.72,20.27,5.42,3.0,2.0
99.0,29.62,26.9,34.11,515.72,227.57,23.03,5.94,3.0,2.0
115.0,27.77,26.55,33.52,598.81,254.62,19.75,6.69,4.0,2.0
112.0,27.0,27.51,32.4,627.26,260.74,22.57,6.08,4.0,2.0
113.0,26.52,26.14,33.8,623.07,220.18,17.25,6.78,4.0,2.0
112.0,27.05,27.9,31.71,618.21,262.07,21.37,5.49,4.0,2.0
112.0,26.68,28.52,33.87,589.61,242.23,23.63,5.93,4.0,2.0
115.0,27.57,28.99,33.39,606.26,247.51,17.27,6.68,4.0,2.0
114.0,26.69,25.19,33.53,586.39,213.21,19.76,5.07,4.0,2.0
113.0,26.73,25.99,33.67,591.14,259.48,23.94,6.69,4.0,2.0
113.0,26.63,25.87,31.43,586.42,257.87,18.94,6.01,4.0,2.0
114.0,26.49,25.62,31.97,617.47,215.2,22.7,6.64,4.0,2.0
113.0,26.92,26.43,31.26,580.52,255.04,22.07,5.28,4.0,2.0
115.0,26.06,26.97,32.16,591.0,234.91,18.33,6.36,4.0,2.0
112.0,27.7,27.37,32.99,570.32,230.82,19.78,6.45,4.0,2.0
113.0,26.13,26.67,31.43,622.91,243.22,23.5,6.02,4.0,2.0
115.0,26.22,27.23,33.49,610.81,250.47,18.75,6.34,4.0,2.0
113.0,27.5,25.38,32.5,622.04,232.11,21.67,6.65,4.0,2.0
112.0,26.56,25.99,33.03,574.16,227.92,19.54,6.36,4.0,2.0
115.0,26.54,25.74,31.99,601.14,216.85,20.55,5.98,4.0,2.0
115.0,27.4,27.44,33.71,629.36,232.71,19.38,6.49,4.0,2.0
115.0,27.74,27.43,31.03,576.0,233.41,22.86,6.45,4.0,2.0
112.0,27.66,26.65,31.65,614.62,212.77,21.06,6.46,4.0,2.0
113.0,27.74,28.92,32.89,609.73,218.86,21.35,6.41,4.0,2.0
113.0,26.14,26.28,33.49,590.8,218.55,19.39,5.08,4.0,2.0
115.0,27.74,26.96,33.4,614.75,254.93,22.34,6.97,4.0,2.0
112.0,26.13,25.2,33.42,576.95,213.11,20.08,5.19,4.0,2.0
113.0,26.0,25.07,32.01,572.09,246.92,21.75,5.9,4.0,2.0
112.0,27.7,27.26,31.5,590.56,226.79,21.11,6.69,4.0,2.0
112.0,27.51,26.99,31.07,622.24,240.36,20.35,5.67,4.0,2.0
115.0,26.27,27.41,31.95,575.0,214.75,23.71,6.43,4.0,2.0
112.0,26.59,28.49,33.46,613.52,213.87,21.3,5.52,4.0,2.0
114.0,26.85,27.33,33.97,629.69,224.18,21.35,6.97,4.0,2.0
115.0,26.86,27.92,33.95,584.71,258.78,18.92,6.69,4.0,2.0
115.0,27.58,26.92,31.41,592.38,213.0,22.16,6.47,4.0,2.0
114.0,27.26,26.15,32.84,573.7,226.49,23.25,6.11,4.0,2.0
113.0,26.52,26.0,31.74,577.67,238.06,21.58,5.68,4.0,2.0
114.0,27.26,26.18,32.45,623.74,252.74,20.07,5.03,4.0,2.0
114.0,26.81,26.19,32.39,612.19,219.33,18.85,5.85,4.0,2.0
114.0,26.83,26.28,32.1,595.59,251.94,22.45,5.24,4.0,2.0
113.0,26.19,27.24,31.74,632.51,242.66,21.16,5.25,4.0,2.0
114.0,26.98,28.52,33.09,570.67,235.58,23.39,6.89,4.0,2.0
133.0,27.96,28.26,33.0,587.46,219.76,22.4,5.83,4.0,2.0
119.0,26.32,28.16,33.52,581.01,217.41,23.07,5.96,4.0,2.0
113.0,27.9,28.93,31.22,624.29,223.19,17.37,6.92,4.0,2.0
125.0,26.43,27.88,31.46,576.46,237.79,20.24,6.96,4.0,2.0
133.0,27.17,27.86,32.89,629.51,262.75,21.03,5.52,4.0,2.0
120.0,26.38,26.79,32.46,611.19,231.17,20.27,5.49,4.0,2.0
135.0,27.16,27.47,31.61,578.22,219.96,22.46,5.7,4.0,2.0
131.0,26.84,27.51,32.0,626.25,231.26,17.69,6.33,4.0,2.0
126.0,26.54,27.95,32.52,601.99,236.97,21.43,6.77,4.0,2.0
113.0,26.78,28.24,33.58,573.19,239.18,22.19,6.7,4.0,2.0
130.0,26.15,25.34,32.87,581.8,256.68,18.75,5.06,4.0,2.0
117.0,27.76,27.15,32.34,627.06,248.15,20.5,6.52,4.0,2.0
120.0,27.57,28.16,31.08,582.74,254.57,21.75,6.0,4.0,2.0
